22CR50004,G:\Shared drives\_05_Vertical Structural Eng\01 - Projects\2022\CR\22CR50004 - Rice Co. - Project Wave - Live Oak FL\07 - Calculations
23CR50002,G:\Shared drives\_05_Vertical Structural Eng\01 - Projects\2023\CR\23CR50002 - Arrow Sr. Living - Pavilion\07 - Calculations\B - Hand Calcs
